id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incr_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
777,South Bay Branch,South County,"VC23153(a), alcohol",Restitution Hearing  - Restitution Set,CS259905,VC23153(a),alcohol,2012,,00:00.0,State Prison: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,1825,,,1825,,,,,,,,,,,
162,Superior Court,Central,"PC245(a)(1), deadly w",Sentencing Hearing  - State Prison,CD249440,PC245(a)(1),deadly w,2013,,00:00.0,State Prison: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,1825,,,1825,,,,,,,,,,,
55,Superior Court,Central,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Formal,CD228606,VC23153(a),combine,2010,,00:00.0,State Prison: 5 Years - Local Custody: 365 Days,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,2190,,,1825,,,,,,,,,,,
213,East County Branch,East County,PC245(c),Sentencing Hearing  - State Prison,CE288608,PC245(c),,2009,,00:00.0,State Prison: 5 Years - SB618,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,1825,,,1825,,,,,,,,,,,
685,South Bay Branch,South County,VC2800.2(a),Sentencing Hearing  - State Prison,CS225689,VC2800.2(a),,2009,,00:00.0,State Prison: 5 Years: 4 Months,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,1947,,,1947,,,,,,,,,,,
603,North County Branch,North County,"VC23153(a), alcohol",Execution of Custody - Remand to Custody,CN317618,VC23153(a),alcohol,2013,,00:00.0,State Prison: 5 Years: 4 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1947,,,1947,,,,,,,,,,,
11,Superior Court,Central,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CD221190,VC23153(a),alcohol,2009,,00:00.0,State Prison: 5 Years: 8 Months - Local Custody: 285 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,2353,,,2068,,1825,1825,,,,,,,,
691,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS227856,VC23153(a),alcohol,2009,,00:00.0,State Prison: 6 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,2190,,,2190,,,,,,,,,,,
705,South Bay Branch,South County,PC245(c),Sentencing Hearing  - State Prison,CS231870,PC245(c),,2009,,00:00.0,State Prison: 6 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,2190,,,2190,,,,,,,,,,,
505,North County Branch,North County,PC191.5(a),Sentencing Hearing  - State Prison,CN294921,PC191.5(a),,2011,,00:00.0,State Prison: 6 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,2190,,,2190,,,,,,,,,,,
745,South Bay Branch,South County,PC191.5(b),Sentencing Hearing  - State Prison,CS244645,PC191.5(b),,2010,,00:00.0,State Prison: 6 Years: 4 Months,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,2312,,,2312,,,,,,,,,,,
17,Superior Court,Central,"VC23153(a), drugs",Sentencing Hearing  - State Prison,CD221841,VC23153(a),drugs,2009,,00:00.0,State Prison: 6 Years: 8 Months,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,2433,,,2433,,,,,,,,,,,
40,Superior Court,Central,PC245(c),Restitution Hearing  - Restitution Set,CD226079,PC245(a)(1),deadly w,2010,,00:00.0,State Prison: 6 Years: 8 Months,Pled Guilty Felony,Superior Court,Further Proceedings,,,,,2433,,,2433,,,,,,,,,,,
85,Superior Court,Central,"VC23153(a), alcohol",Further Proceedings - Action Taken,CD235097,VC23153(a),alcohol,2011,,00:00.0,State Prison: 6 Years: 8 Months - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,2798,,,2433,,1825,1825,,,,,,,,
357,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - State Prison,CN265917,VC23153(a),alcohol,2009,,00:00.0,State Prison: 7 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,2555,,,2555,,,,,,,,,,,
237,East County Branch,East County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CE305564,VC23153(a),alcohol,2010,,00:00.0,State Prison: 7 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,2555,,,2555,,,,,,,,,,,
245,East County Branch,East County,VC2800.2(a),Sentencing Hearing  - State Prison,CE309278,VC2800.2(a),,2011,,00:00.0,State Prison: 7 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,2555,,,2555,,,,,,,,,,,
285,East County Branch,East County,VC2800.2(a),Sentencing Hearing  - State Prison,CE331180,VC2800.2(a),,2013,,00:00.0,State Prison: 7 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,2555,,,2555,,,,,,,,,,,
93,Gang Prosecution,Central,VC20001(a),Restitution Hearing  - Restitution Set,CD235992,VC20001(a),,2011,,00:00.0,State Prison: 8 Months,Pled Guilty Felony,Gang Prosecution,Preliminary Exam,,,,,243,,,243,,,,,,,,,,,
160,Superior Court,Central,VC20001(a),Sentencing Hearing  - State Prison,CD249088,VC20001(a),,2013,,00:00.0,State Prison: 8 Months,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,243,,,243,,,,,,,,,,,
67,Superior Court,Central,VC20001(a),Sentencing Hearing  - State Prison,CD231358,VC20001(a),,2010,,00:00.0,State Prison: 8 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,2920,,,2920,,,,,,,,,,,
774,Family Protection,South County,PC191.5(a),Sentencing Hearing  - State Prison,CS258709,PC191.5(a),,2012,,00:00.0,State Prison: 8 Years,Pled Guilty Felony,Family Protection - Child Abuse,Felony Readiness Conference,,,,,2920,,,2920,,,,,,,,,,,
95,Family Protection,Central,PC273a(a),Sentencing Hearing  - State Prison,CD236406,VC23153(a),combine,2011,,00:00.0,State Prison: 8 Years: 4 Months,Pled Guilty Felony,Family Protection - Child Abuse,Preliminary Exam Readiness,,,,,3042,,,3042,,,,,,,,,,,
132,Superior Court,Central,PC215(a),Sentencing Hearing  - State Prison,CD243881,PC207(a),,2012,,00:00.0,State Prison: 8 Years: 8 Months,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,3163,,,3163,,,,,,,,,,,
274,East County Branch,East County,VC23152(a),Sentencing Hearing  - State Prison,CE323064,VC23152(a),,2012,,00:00.0,State Prison: 8 Years: 8 Months,Pled Guilty Felony,East County Branch,Felony Jury Trial,,,,,3163,,,3163,,,,,,,,,,,
293,East County Branch,East County,VC2800.3(a),Sentencing Hearing  - State Prison,CE335285,VC2800.3(a),,2013,,00:00.0,State Prison: 9 Years,Pled Guilty Felony,East County Branch,Preliminary Exam,,,,,3285,,,3285,,,,,,,,,,,
118,Superior Court,Central,VC2800.3(a),Felony Appeal by the Defense - Remittitur Issued (see note),CD240609,VC2800.3(a),,2012,,00:00.0,State Prison: 9 Years: 4 Months,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,3407,,,3407,,,,,,,,,,,
169,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Continued,CD250140,VC23153(a),alcohol,2013,Sentencing Hearing,00:00.0,,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,,,,,,,,,,,,,,,
172,Superior Court,Central,VC20001(a),"Sentencing Hearing  - FTA, Bench Warrant",CD250907,VC10851(a),,2013,,00:00.0,,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,,,,,,,,,,,,,,,
793,South Bay Branch,South County,VC20001(a),Felony Jury Trial - Pled Guilty Felony,CS264844,VC20001(a),,2013,Sentencing Hearing,00:00.0,,Pled Guilty Felony,South Bay Branch,Felony Jury Trial,,,,,,,,,,,,,,,,,,,
196,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Continued,CD254236,VC23153(a),alcohol,2014,Sentencing Hearing,00:00.0,,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,,,,,,,,,,,,,,,
199,Superior Court,Central,PC459,Felony Readiness Conference - Pled Guilty Felony,CD254581,PC459,,2014,Sentencing Hearing,00:00.0,,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,,,,,,,,,,,,,,,
200,Superior Court,Central,VC2800.2(a),Preliminary Exam Readiness - Pled Guilty Felony,CD254641,VC2800.2(a),,2014,Sentencing Hearing,00:00.0,,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
205,Superior Court,Central,VC20001(b)(2),Preliminary Exam Readiness - Pled Guilty Felony,CD255238,VC20001(b)(2),,2014,Sentencing Hearing,00:00.0,,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
208,Superior Court,Central,VC23153(b),Preliminary Exam Readiness - Pled Guilty Felony,CD255440,VC23153(a),alcohol,2014,Sentencing Hearing,00:00.0,,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
303,Family Protection,East County,PC273.5(a),Preliminary Exam - Pled Guilty Felony,CE338948,PC273.5(a),,2014,Sentencing Hearing,00:00.0,,Pled Guilty Felony,Domestic Violence,Preliminary Exam,,,,,,,,,,,,,,,,,,,
668,North County Branch,North County,PC191.5(a),Preliminary Exam Readiness - Pled Guilty Felony,CN330825,PC191.5(a),,2014,Sentencing Hearing,00:00.0,,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
675,North County Branch,North County,VC20001(a),Preliminary Exam Readiness - Pled Guilty Felony,CN331766,VC20001(a),,2014,Sentencing Hearing,00:00.0,,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
609,North County Branch,North County,VC21658,Misdemeanor Readiness Hearing - Pled Guilty Infraction - Immediate Sentencing,CN319022,VC20001(a),,2013,,00:00.0,Fine,Pled Guilty Infraction - Immediate Sentencing,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,,,,,,,,,,
445,North County Branch,North County,VC22107,Preliminary Exam - Pled Guilty Infraction - Immediate Sentencing,CN283667,VC20001(a),,2010,,00:00.0,,Pled Guilty Infraction - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,,,,,,,,,,,,,,,
434,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Denied,CN280668,VC20001(a),,2010,,00:00.0,Local Custody,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
72,Superior Court,Central,"PC245(a)(1), deadly w",Sentencing Hearing  - Probation Denied,CD232264,PC245(a)(1),deadly w,2011,,00:00.0,Local Custody - Fine,Pled Guilty Misdemeanor,Superior Court,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
525,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN300902,VC23153(a),alcohol,2012,,00:00.0,Local Custody - Probation Formal: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
402,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - Probation Granted Summary,CN274235,VC20001(b)(2),,2010,,00:00.0,Local Custody - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
422,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN277953,VC20001(a),,2010,,00:00.0,Local Custody - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
542,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN305643,VC20001(a),,2012,,00:00.0,Local Custody - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
158,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD248754,VC20001(a),,2013,,00:00.0,Local Custody: 1 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,Pre-Trial,Misdemeanor Readiness Hearing,,,,,1,,,,,1095,,1095,,,,,,,
191,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD253116,VC20001(a),,2013,,00:00.0,Local Custody: 1 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,Superior Court,Preliminary Exam Readiness,,,,,1,,,,,1095,,1095,,,,,,,
195,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD253975,VC20001(a),,2014,Restitution Hearing,00:00.0,Local Custody: 1 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam Readiness,,,,,1,,,,,1095,,1095,,,,,,,
331,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN261571,VC20001(a),,2009,PC 1203.4 Motion Hearing,00:00.0,Local Custody: 1 Days - Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,1,,,,,1095,,1095,,,,7,,7,
595,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN316526,VC20001(a),,2013,,00:00.0,Local Custody: 10 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,10,,,,,1095,,1095,,,,,,,
262,East County Branch,East County,VC20001(b)(2),Further Proceedings - Action Taken,CE318054,VC20001(b)(2),,2012,,00:00.0,Local Custody: 10 Days - Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,East County Branch,Felony Readiness Conference,,,,,10,,,,,1095,,1095,,,,10,,10,
502,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN293961,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 10 Days - Probation Summary: 5 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,10,,,,,1825,,1825,,,,10,,10,
529,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Restitution Set,CN301684,VC20001(a),,2012,,00:00.0,Local Custody: 136 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,136,,,,,1095,,1095,,,,,,,
513,North County Branch,North County,VC23152(a),Sentencing Hearing  - Probation Granted Summary,CN296811,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 18 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Further Proceedings,,,,,18,,,,,1825,,1825,,,,,,,
50,Superior Court,Central,PC69,Further Proceedings - Action Taken,CD227945,PC69,,2010,,00:00.0,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam Readiness,,,,,180,,,,,1825,,1825,,,,,,,
390,North County Branch,North County,"VC23153(a), alcohol",Preliminary Exam - Pled Guilty Misdemeanor,CN272657,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,180,,,,,1825,,1825,,,,,,,
433,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN280646,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,,1825,,,,,,,
455,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN285780,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,,1825,,,,,,,
543,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN305705,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,,1825,,,,,,,
359,North County Branch,North County,PC148.9(a),Sentencing Hearing  - Probation Granted Summary,CN266759,VC20001(a),,2009,,00:00.0,Local Custody: 2 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,2,,,,,1095,1095,,,,,20,,20,
369,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN268597,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 2 Days - Probation Formal: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,2,,,,,1825,1825,,,,,,,,
640,North County Branch,North County,VC2800.1,Sentencing Hearing  - Probation Granted Summary,CN324176,VC2800.2(a),,2013,,00:00.0,Local Custody: 2 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,2,,,,,1095,,1095,,,,,,,
666,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN329987,VC20001(a),,2014,,00:00.0,Local Custody: 2 Days - Probation Summary: 3 Years - Public Work Service: 20 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,2,,,,,1095,,1095,,,,20,,20,
779,South Bay Branch,South County,"VC23153(a), alcohol",Review Hearing (Veterans Court) - In Compliance,CS260938,VC23153(a),alcohol,2012,Review Hearing (Veterans Court),00:00.0,Local Custody: 21 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,21,,,,,1825,,1825,,,,,,,
321,North County Branch,North County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CN259222,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 24 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,24,,,,,1825,,1825,,,,,,,
264,East County Branch,East County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Denied,CE318632,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 248 Days,Pled Guilty Misdemeanor,East County Branch,Felony Readiness Conference,,,,,248,,,,,,,,,,,,,,
406,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN274988,VC20001(a),,2010,,00:00.0,Local Custody: 25 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,25,,,,,1095,,1095,,,,,,,
339,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN263447,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 27 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,27,,,,,1825,,1825,,,,,,,
592,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN315702,VC23152(a),,2013,,00:00.0,Local Custody: 270 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,270,,,,,1825,,1825,,,,,,,
539,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN304807,VC20001(a),,2012,,00:00.0,Local Custody: 28 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,28,,,,,1095,,1095,,,,,,,
622,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN321022,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 29 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,29,,,,,1095,,1095,,,,,,,
556,North County Branch,North County,VC20001(a),Sentencing after Revocation - Probation Reinstated,CN308023,VC20001(a),,2012,,00:00.0,Local Custody: 29 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,29,,,,,1825,,1825,,,,,,,
776,South Bay Branch,South County,VC23153(b),Further Proceedings - Action Taken,CS259163,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 30 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam Readiness,,,,,30,,,,,1095,,1095,,,,,,,
